Time,User,Action,Information
28/03/2020 15:25:00,219,Course view,Assignment
28/03/2020 15:25:00,219,Course view,Assignment
28/03/2020 14:59:00,219,Course view,Resource
28/03/2020 14:59:00,219,Course view,Resource
28/03/2020 14:59:00,219,Course view,Resource
28/03/2020 14:49:00,219,Course view,Resource
28/03/2020 14:49:00,219,Course view,Assignment
28/03/2020 12:23:00,19,Course view,Page
28/03/2020 12:22:00,19,Course view,Assignment
28/03/2020 12:20:00,19,Course view,Page
28/03/2020 12:08:00,126,Course view,Page
28/03/2020 11:54:00,204,Course view,Page
28/03/2020 11:54:00,204,Course view,Assignment
28/03/2020 11:54:00,204,Course view,Page
28/03/2020 11:54:00,204,Course view,Assignment
28/03/2020 11:53:00,204,Course view,Assignment
28/03/2020 11:53:00,204,Course view,Assignment
28/03/2020 11:53:00,204,Upload file,Delivery file
28/03/2020 11:53:00,204,Course view,Assignment
28/03/2020 11:52:00,204,Course view,Assignment
28/03/2020 11:52:00,204,Course view,Assignment
28/03/2020 11:52:00,204,Course view,Assignment
28/03/2020 11:51:00,204,Course view,Assignment
28/03/2020 11:50:00,204,Course view,Assignment
28/03/2020 11:50:00,204,Course view,Assignment
28/03/2020 11:34:00,204,Course view,Assignment
28/03/2020 11:02:00,204,Course view,Resource
28/03/2020 10:25:00,204,Course view,Resource
28/03/2020 10:25:00,204,Course view,Resource
27/03/2020 21:26:00,85,Course view,Page
26/03/2020 09:08:00,225,Course view,Page
26/03/2020 09:07:00,225,Course view,Resource
26/03/2020 09:07:00,225,Course view,Assignment
26/03/2020 09:07:00,225,Course view,Page
26/03/2020 08:54:00,68,Course view,Resource
26/03/2020 08:54:00,68,Forum view discussion,Forum
25/03/2020 20:47:00,126,Course view,Resource
25/03/2020 20:42:00,126,Course view,Resource
25/03/2020 17:04:00,176,Course view,Page
25/03/2020 17:03:00,176,Course view,Assignment
25/03/2020 17:03:00,28,Course view,Assignment
25/03/2020 17:02:00,28,Course view,Assignment
25/03/2020 17:02:00,28,Course view,Assignment
25/03/2020 17:02:00,28,Course view,Assignment
25/03/2020 17:01:00,28,Course view,Assignment
25/03/2020 17:01:00,28,Course view,Assignment
25/03/2020 17:01:00,28,Course view,Assignment
25/03/2020 17:00:00,28,Course view,Assignment
25/03/2020 17:00:00,28,Course view,Assignment
25/03/2020 17:00:00,28,Course view,Assignment
23/03/2020 16:45:00,173,Course view,Resource
23/03/2020 16:32:00,11,Course view,Resource
23/03/2020 15:42:00,11,Course view,Page
23/03/2020 15:17:00,84,Course view,Resource
23/03/2020 15:11:00,84,Course view,Resource
23/03/2020 12:17:00,68,Course view,Page
23/03/2020 12:17:00,68,Course view,Assignment
23/03/2020 12:15:00,68,Course view,Page
23/03/2020 12:00:00,68,Course view,Page
23/03/2020 12:00:00,68,Course view,Assignment
23/03/2020 12:00:00,68,Course view,Assignment
23/03/2020 12:00:00,68,Course view,Assignment
23/03/2020 11:48:00,68,Course view,Page
23/03/2020 11:23:00,84,Course view,Assignment
23/03/2020 11:23:00,84,Upload file,Delivery file
23/03/2020 11:23:00,84,Course view,Assignment
23/03/2020 11:23:00,84,Course view,Assignment
23/03/2020 11:11:00,84,Course view,Assignment
23/03/2020 11:10:00,84,Course view,Resource
23/03/2020 11:03:00,28,Course view,Page
23/03/2020 11:03:00,28,Course view,Page
23/03/2020 11:02:00,28,Course view,Page
23/03/2020 10:59:00,28,Course view,Assignment
23/03/2020 10:59:00,28,Course view,Page
23/03/2020 10:58:00,28,Course view,Page
26/03/2020 12:44:00,60,Course view,Forum
26/03/2020 12:27:00,128,Course view,Page
26/03/2020 12:03:00,128,Course view,Page
26/03/2020 11:54:00,128,Course view,Page
26/03/2020 11:53:00,128,Course view,Page
26/03/2020 11:47:00,204,Course view,Page
26/03/2020 11:15:00,128,Course view,Assignment
26/03/2020 11:15:00,128,Course view,Page
26/03/2020 11:09:00,28,Course view,Assignment
26/03/2020 11:09:00,28,Upload file,Delivery file
26/03/2020 11:09:00,28,Course view,Assignment
26/03/2020 11:09:00,28,Course view,Assignment
26/03/2020 11:08:00,176,Course view,Assignment
26/03/2020 11:08:00,28,Course view,Assignment
26/03/2020 11:04:00,60,Course view,Assignment
26/03/2020 11:03:00,60,Course view,Assignment
26/03/2020 11:03:00,60,Upload file,Delivery file
26/03/2020 11:03:00,60,Course view,Assignment
26/03/2020 11:03:00,60,Course view,Assignment
26/03/2020 11:03:00,60,Course view,Assignment
26/03/2020 10:58:00,219,Course view,Resource
26/03/2020 10:58:00,219,Course view,Assignment
26/03/2020 10:58:00,126,Course view,Assignment
26/03/2020 10:58:00,126,Upload file,Delivery file
26/03/2020 10:58:00,126,Course view,Assignment
26/03/2020 10:57:00,126,Course view,Assignment
26/03/2020 10:57:00,126,Course view,Assignment
26/03/2020 10:57:00,126,Course view,Resource
26/03/2020 10:43:00,141,Course view,Resource
26/03/2020 10:35:00,219,Course view,Assignment
26/03/2020 10:27:00,236,Course view,Resource
26/03/2020 10:26:00,236,Course view,Resource
26/03/2020 10:25:00,236,Course view,Resource
26/03/2020 10:25:00,236,Course view,Assignment
26/03/2020 10:22:00,126,Course view,Resource
26/03/2020 10:22:00,128,Course view,Page
26/03/2020 10:21:00,204,Course view,Page
26/03/2020 10:15:00,204,Course view,Page
26/03/2020 10:09:00,48,Course view,Resource
26/03/2020 10:08:00,204,Course view,Page
26/03/2020 10:03:00,19,Course view,Page
26/03/2020 10:03:00,158,Course view,Page
26/03/2020 09:50:00,126,Course view,Page
26/03/2020 09:49:00,126,Course view,Assignment
26/03/2020 09:44:00,225,Course view,Page
26/03/2020 09:43:00,114,Course view,Page
26/03/2020 09:43:00,2,Course view,Page
26/03/2020 09:43:00,114,Course view,Page
26/03/2020 09:41:00,60,Course view,Page
26/03/2020 09:39:00,68,Course view,Assignment
26/03/2020 09:39:00,68,Upload file,Delivery file
26/03/2020 09:39:00,68,Course view,Assignment
26/03/2020 09:39:00,68,Course view,Assignment
26/03/2020 09:39:00,68,Course view,Assignment
26/03/2020 09:37:00,219,Course view,Page
26/03/2020 09:36:00,219,Course view,Resource
26/03/2020 09:35:00,219,Course view,Resource
26/03/2020 09:33:00,2,Course view,Page
26/03/2020 09:29:00,82,Course view,Page
26/03/2020 09:28:00,219,Course view,Page
26/03/2020 09:27:00,158,Course view,Page
26/03/2020 09:27:00,68,Course view,Page
26/03/2020 09:25:00,219,Course view,Page
26/03/2020 09:23:00,204,Course view,Resource
26/03/2020 09:23:00,204,Course view,Resource
26/03/2020 09:23:00,2,Course view,Page
26/03/2020 09:20:00,2,Course view,Resource
26/03/2020 09:20:00,2,Forum view discussion,Forum
26/03/2020 09:20:00,2,Course view,Forum
26/03/2020 09:18:00,2,Course view,Resource
26/03/2020 09:18:00,2,Forum view discussion,Forum
26/03/2020 09:18:00,128,Course view,Page
26/03/2020 09:18:00,2,Course view,Forum
26/03/2020 09:17:00,2,Course view,Page
26/03/2020 09:14:00,128,Course view,Page
26/03/2020 09:13:00,225,Course view,Resource
26/03/2020 09:12:00,225,Course view,Assignment
26/03/2020 09:12:00,48,Course view,Page
26/03/2020 09:11:00,225,Course view,Resource
26/03/2020 09:11:00,48,Course view,Page
22/03/2020 21:59:00,85,Course view,Assignment
22/03/2020 21:59:00,85,Upload file,Delivery file
27/03/2020 16:16:00,240,Course view,Page
27/03/2020 14:35:00,11,Course view,Page
27/03/2020 12:54:00,84,Quiz view summary,Quiz
27/03/2020 12:54:00,84,Quiz close attempt,Quiz
27/03/2020 12:54:00,84,Quiz review,Quiz
27/03/2020 12:54:00,84,Quiz view,Quiz
27/03/2020 12:54:00,84,Quiz view,Quiz
27/03/2020 12:54:00,84,Quiz view,Quiz
27/03/2020 12:54:00,84,Quiz view,Quiz
27/03/2020 12:54:00,84,Quiz view,Quiz
27/03/2020 12:53:00,84,Quiz view,Quiz
27/03/2020 12:53:00,84,Quiz view,Quiz
27/03/2020 12:53:00,84,Quiz view,Quiz
27/03/2020 12:53:00,84,Quiz view,Quiz
27/03/2020 12:53:00,84,Quiz view,Quiz
27/03/2020 12:53:00,84,Quiz view,Quiz
27/03/2020 12:53:00,84,Quiz view,Quiz
27/03/2020 12:53:00,84,Quiz view,Quiz
27/03/2020 12:53:00,84,Quiz view,Quiz
27/03/2020 12:53:00,84,Quiz view,Quiz
27/03/2020 12:52:00,84,Quiz view,Quiz
27/03/2020 12:52:00,84,Quiz view,Quiz
27/03/2020 12:52:00,84,Quiz view,Quiz
27/03/2020 12:52:00,84,Quiz view,Quiz
27/03/2020 12:51:00,84,Quiz view summary,Quiz
27/03/2020 12:51:00,84,Quiz close attempt,Quiz
27/03/2020 12:51:00,84,Quiz review,Quiz
27/03/2020 12:51:00,84,Quiz view,Quiz
27/03/2020 12:51:00,84,Quiz view,Quiz
27/03/2020 12:50:00,84,Quiz view,Quiz
27/03/2020 12:49:00,84,Quiz view,Quiz
27/03/2020 12:48:00,84,Quiz view,Quiz
27/03/2020 12:48:00,84,Quiz attempt,Quiz
27/03/2020 12:48:00,84,Quiz view,Quiz
27/03/2020 12:48:00,84,Quiz attempt,Quiz
27/03/2020 12:48:00,84,Quiz view summary,Quiz
27/03/2020 12:48:00,84,Quiz close attempt,Quiz
27/03/2020 12:48:00,84,Quiz review,Quiz
27/03/2020 12:48:00,84,Quiz view,Quiz
27/03/2020 12:47:00,84,Quiz view,Quiz
27/03/2020 12:47:00,84,Quiz view,Quiz
27/03/2020 12:47:00,84,Quiz view,Quiz
27/03/2020 12:47:00,84,Quiz view,Quiz
27/03/2020 12:47:00,84,Quiz view,Quiz
27/03/2020 12:47:00,84,Quiz view,Quiz
27/03/2020 12:46:00,84,Quiz view,Quiz
27/03/2020 12:46:00,84,Quiz view,Quiz
27/03/2020 12:46:00,84,Quiz view,Quiz
27/03/2020 12:46:00,84,Quiz view,Quiz
27/03/2020 12:43:00,84,Quiz view,Quiz
27/03/2020 12:43:00,84,Quiz view,Quiz
27/03/2020 12:42:00,84,Course view,Quiz
27/03/2020 12:42:00,84,Quiz view summary,Quiz
27/03/2020 12:42:00,84,Quiz close attempt,Quiz
27/03/2020 12:42:00,84,Quiz review,Quiz
27/03/2020 12:42:00,84,Quiz view,Quiz
27/03/2020 12:41:00,84,Quiz view,Quiz
27/03/2020 12:41:00,84,Quiz view,Quiz
27/03/2020 12:41:00,84,Quiz view,Quiz
27/03/2020 12:40:00,84,Quiz view,Quiz
27/03/2020 12:39:00,84,Quiz view,Quiz
27/03/2020 12:39:00,84,Quiz attempt,Quiz
27/03/2020 12:39:00,84,Quiz view,Quiz
27/03/2020 12:39:00,84,Quiz view,Quiz
27/03/2020 12:36:00,84,Quiz view,Quiz
27/03/2020 12:36:00,84,Quiz view,Quiz
27/03/2020 12:36:00,84,Quiz view,Quiz
27/03/2020 12:35:00,84,Quiz view,Quiz
27/03/2020 12:35:00,84,Quiz view,Quiz
27/03/2020 12:35:00,84,Quiz view,Quiz
27/03/2020 12:34:00,84,Quiz view,Quiz
27/03/2020 12:34:00,84,Quiz attempt,Quiz
27/03/2020 12:34:00,84,Course view,Quiz
27/03/2020 12:34:00,84,Course view,Quiz
27/03/2020 12:34:00,84,Course view,Quiz
27/03/2020 12:34:00,84,Course view,Quiz
27/03/2020 12:34:00,84,Course view,Quiz
27/03/2020 11:32:00,84,Course view,Quiz
27/03/2020 11:32:00,84,Course view,Quiz
