Time,User,Action,Information
28/03/2020 15:24:00,81,Course view,Page
28/03/2020 15:24:00,81,Course view,Resource
28/03/2020 15:23:00,81,Course view,Assignment
28/03/2020 15:23:00,81,Course view,Assignment
28/03/2020 15:22:00,156,Forum view discussion,Forum
28/03/2020 15:22:00,156,Course view,Forum
28/03/2020 15:21:00,156,Course view,Quiz
28/03/2020 15:18:00,222,Course view,Quiz
28/03/2020 15:17:00,235,Course view,Page
28/03/2020 15:15:00,222,Course view,Resource
28/03/2020 15:15:00,156,Course view,Resource
28/03/2020 15:15:00,156,Course view,Resource
28/03/2020 15:14:00,156,Course view,Resource
28/03/2020 15:11:00,233,Course view,Resource
28/03/2020 15:11:00,233,Course view,Resource
28/03/2020 15:08:00,222,Course view,Resource
28/03/2020 15:08:00,222,Course view,Assignment
28/03/2020 15:07:00,156,Course view,Assignment
28/03/2020 15:01:00,122,Course view,Resource
28/03/2020 15:01:00,122,Course view,Assignment
28/03/2020 15:00:00,235,Course view,Resource
28/03/2020 14:59:00,233,Course view,Resource
28/03/2020 14:59:00,233,Course view,Resource
28/03/2020 14:57:00,233,Course view,Resource
28/03/2020 14:48:00,233,Course view,Resource
28/03/2020 14:42:00,233,Course view,Assignment
28/03/2020 14:29:00,111,Course view,Resource
28/03/2020 14:29:00,111,Course view,Resource
28/03/2020 14:00:00,21,Course view,Resource
28/03/2020 13:59:00,21,Course view,Assignment
28/03/2020 13:59:00,21,Course view,Assignment
28/03/2020 13:17:00,156,Course view,Assignment
28/03/2020 12:40:00,111,Course view,Resource
28/03/2020 12:40:00,111,Course view,Assignment
28/03/2020 12:38:00,111,Course view,Resource
28/03/2020 12:38:00,111,Course view,Assignment
28/03/2020 10:50:00,199,Course view,Resource
28/03/2020 10:50:00,199,Course view,Assignment
28/03/2020 10:25:00,207,Course view,Resource
28/03/2020 10:25:00,207,Course view,Assignment
28/03/2020 10:24:00,207,Course view,Assignment
28/03/2020 10:24:00,207,Course view,Assignment
28/03/2020 10:23:00,207,Quiz view summary,Quiz
28/03/2020 10:23:00,207,Quiz close attempt,Quiz
28/03/2020 10:23:00,207,Quiz review,Quiz
28/03/2020 10:23:00,207,Quiz view,Quiz
28/03/2020 10:20:00,207,Quiz view,Quiz
28/03/2020 10:20:00,207,Quiz view,Quiz
28/03/2020 10:19:00,207,Quiz view,Quiz
28/03/2020 10:19:00,207,Quiz view,Quiz
28/03/2020 10:18:00,207,Quiz view,Quiz
28/03/2020 10:18:00,207,Quiz view,Quiz
28/03/2020 10:15:00,207,Quiz view,Quiz
28/03/2020 10:15:00,207,Quiz view,Quiz
28/03/2020 10:09:00,207,Quiz view,Quiz
28/03/2020 10:09:00,207,Quiz view,Quiz
28/03/2020 10:06:00,207,Quiz view,Quiz
28/03/2020 10:06:00,207,Quiz view,Quiz
28/03/2020 10:03:00,207,Quiz view,Quiz
28/03/2020 10:02:00,207,Quiz view,Quiz
28/03/2020 09:52:00,207,Quiz view,Quiz
28/03/2020 09:52:00,207,Quiz view,Quiz
28/03/2020 09:52:00,207,Quiz view,Quiz
28/03/2020 09:51:00,207,Quiz view,Quiz
28/03/2020 09:49:00,207,Quiz view,Quiz
28/03/2020 09:49:00,207,Quiz attempt,Quiz
28/03/2020 09:49:00,207,Course view,Quiz
28/03/2020 09:49:00,207,Course view,Quiz
28/03/2020 09:48:00,207,Quiz view summary,Quiz
28/03/2020 09:48:00,207,Quiz close attempt,Quiz
28/03/2020 09:48:00,207,Quiz review,Quiz
28/03/2020 09:48:00,207,Quiz view,Quiz
28/03/2020 09:48:00,207,Quiz view,Quiz
28/03/2020 09:47:00,207,Quiz view,Quiz
28/03/2020 09:46:00,207,Quiz view,Quiz
28/03/2020 09:46:00,207,Quiz view,Quiz
28/03/2020 09:45:00,207,Quiz view,Quiz
28/03/2020 09:42:00,207,Quiz view,Quiz
28/03/2020 09:42:00,207,Quiz view,Quiz
28/03/2020 09:40:00,207,Quiz view,Quiz
28/03/2020 09:40:00,207,Quiz view,Quiz
28/03/2020 09:39:00,207,Quiz view,Quiz
28/03/2020 09:39:00,207,Course view,Quiz
28/03/2020 09:39:00,207,Course view,Quiz
28/03/2020 09:27:00,241,Course view,Page
28/03/2020 08:26:00,81,Course view,Page
28/03/2020 08:24:00,81,Course view,Resource
28/03/2020 08:24:00,81,Course view,Assignment
28/03/2020 08:24:00,81,Course view,Resource
28/03/2020 08:23:00,81,Course view,Quiz
28/03/2020 08:23:00,81,Course view,Assignment
27/03/2020 21:54:00,81,Course view,Page
27/03/2020 21:15:00,171,Course view,Resource
27/03/2020 21:15:00,171,Course view,Resource
27/03/2020 21:15:00,171,Course view,Assignment
27/03/2020 21:05:00,81,Course view,Page
27/03/2020 20:18:00,171,Course view,Resource
27/03/2020 20:18:00,171,Course view,Assignment
27/03/2020 19:58:00,122,Course view,Page
27/03/2020 19:58:00,122,Course view,Assignment
27/03/2020 19:58:00,122,Course view,Assignment
27/03/2020 19:57:00,122,Course view,Quiz
27/03/2020 18:16:00,39,Course view,Assignment
26/03/2020 09:09:00,39,Course view,Assignment
26/03/2020 09:09:00,39,Course view,Quiz
26/03/2020 09:09:00,39,Course view,Quiz
26/03/2020 09:08:00,39,Course view,Quiz
26/03/2020 09:07:00,223,Course view,Page
26/03/2020 09:06:00,223,Course view,Assignment
26/03/2020 09:02:00,81,Course view,Page
26/03/2020 09:00:00,241,Course view,Page
26/03/2020 08:56:00,171,Course view,Page
26/03/2020 08:56:00,171,Course view,Assignment
26/03/2020 08:56:00,171,Course view,Resource
26/03/2020 08:56:00,21,Course view,Assignment
26/03/2020 08:55:00,241,Course view,Assignment
26/03/2020 08:53:00,21,Course view,Page
26/03/2020 08:53:00,21,Course view,Assignment
26/03/2020 08:47:00,227,Course view,Resource
26/03/2020 08:47:00,227,Course view,Resource
26/03/2020 08:45:00,227,Course view,Resource
26/03/2020 08:45:00,101,Course view,Page
26/03/2020 08:45:00,101,Course view,Assignment
26/03/2020 08:44:00,233,Course view,Page
26/03/2020 08:44:00,233,Course view,Assignment
26/03/2020 08:34:00,110,Course view,Page
26/03/2020 08:31:00,227,Course view,Resource
26/03/2020 08:31:00,227,Course view,Resource
26/03/2020 08:31:00,227,Course view,Resource
26/03/2020 08:31:00,227,Course view,Page
26/03/2020 08:29:00,199,Course view,Page
26/03/2020 08:29:00,199,Course view,Assignment
26/03/2020 08:21:00,227,Course view,Page
26/03/2020 08:21:00,227,Course view,Assignment
26/03/2020 08:09:00,199,Course view,Assignment
25/03/2020 23:46:00,223,Course view,Page
25/03/2020 23:46:00,223,Course view,Assignment
25/03/2020 22:12:00,111,Course view,Resource
25/03/2020 22:11:00,111,Course view,Resource
25/03/2020 22:03:00,174,Course view,Page
25/03/2020 22:02:00,111,Course view,Page
25/03/2020 22:02:00,174,Course view,Assignment
25/03/2020 21:58:00,174,Course view,Page
25/03/2020 21:57:00,174,Course view,Assignment
25/03/2020 21:19:00,174,Course view,Resource
25/03/2020 20:52:00,174,Course view,Resource
25/03/2020 20:02:00,110,Course view,Assignment
25/03/2020 19:25:00,233,Course view,Assignment
25/03/2020 18:41:00,227,Course view,Resource
25/03/2020 18:25:00,227,Course view,Resource
25/03/2020 18:25:00,227,Course view,Resource
25/03/2020 18:25:00,227,Course view,Resource
25/03/2020 18:25:00,227,Course view,Resource
25/03/2020 18:24:00,227,Course view,Page
25/03/2020 18:10:00,124,Course view,Page
25/03/2020 18:09:00,124,Course view,Assignment
25/03/2020 18:03:00,122,Course view,Resource
25/03/2020 18:03:00,122,Course view,Assignment
25/03/2020 18:02:00,122,Course view,Assignment
25/03/2020 18:02:00,122,Upload file,Delivery file
25/03/2020 18:02:00,122,Course view,Assignment
25/03/2020 18:02:00,122,Course view,Page
25/03/2020 18:01:00,122,Course view,Assignment
25/03/2020 18:00:00,122,Course view,Assignment
25/03/2020 18:00:00,201,Course view,Resource
25/03/2020 18:00:00,201,Course view,Assignment
25/03/2020 17:59:00,201,Course view,Assignment
25/03/2020 17:56:00,201,Course view,Resource
25/03/2020 17:56:00,201,Course view,Assignment
25/03/2020 17:56:00,201,Course view,Resource
25/03/2020 17:53:00,122,Course view,Assignment
25/03/2020 17:14:00,241,Course view,Assignment
25/03/2020 17:03:00,124,Course view,Page
25/03/2020 16:57:00,91,Course view,Page
25/03/2020 16:50:00,91,Course view,Resource
25/03/2020 16:49:00,122,Course view,Page
25/03/2020 16:49:00,122,Course view,Page
23/03/2020 16:52:00,39,Course view,Page
23/03/2020 16:50:00,207,Course view,Page
23/03/2020 16:41:00,122,Course view,Page
23/03/2020 16:41:00,122,Course view,Page
23/03/2020 16:41:00,122,Course view,Assignment
23/03/2020 16:26:00,201,Course view,Resource
23/03/2020 16:26:00,201,Course view,Assignment
23/03/2020 16:23:00,201,Course view,Page
23/03/2020 16:22:00,91,Course view,Resource
23/03/2020 16:21:00,91,Course view,Resource
23/03/2020 16:20:00,91,Quiz view summary,Quiz
23/03/2020 16:20:00,91,Quiz close attempt,Quiz
23/03/2020 16:20:00,91,Quiz review,Quiz
23/03/2020 16:20:00,91,Quiz view,Quiz
23/03/2020 16:18:00,91,Quiz view,Quiz
23/03/2020 16:18:00,91,Quiz view,Quiz
23/03/2020 16:16:00,91,Quiz view,Quiz
23/03/2020 16:16:00,91,Quiz view,Quiz
23/03/2020 16:16:00,124,Course view,Assignment
23/03/2020 16:14:00,124,Course view,Assignment
23/03/2020 16:13:00,91,Quiz view,Quiz
23/03/2020 16:13:00,91,Quiz view,Quiz
23/03/2020 16:13:00,124,Course view,Page
23/03/2020 16:11:00,91,Quiz view,Quiz
23/03/2020 16:11:00,91,Quiz view,Quiz
23/03/2020 16:07:00,91,Quiz view,Quiz
23/03/2020 16:07:00,91,Quiz view,Quiz
23/03/2020 16:05:00,91,Quiz view,Quiz
23/03/2020 16:05:00,91,Quiz view,Quiz
23/03/2020 16:04:00,91,Quiz view,Quiz
23/03/2020 16:04:00,91,Quiz attempt,Quiz
23/03/2020 16:04:00,91,Course view,Quiz
23/03/2020 16:03:00,91,Quiz view summary,Quiz
23/03/2020 16:03:00,91,Quiz close attempt,Quiz
23/03/2020 16:03:00,91,Quiz review,Quiz
23/03/2020 16:03:00,91,Quiz view,Quiz
23/03/2020 16:03:00,91,Quiz review,Quiz
23/03/2020 16:03:00,91,Quiz view,Quiz
23/03/2020 16:03:00,91,Course view,Quiz
23/03/2020 15:31:00,75,Course view,Page
23/03/2020 15:20:00,235,Course view,Page
23/03/2020 15:09:00,235,Course view,Resource
23/03/2020 15:09:00,235,Course view,Resource
23/03/2020 14:57:00,101,Course view,Resource
23/03/2020 14:03:00,207,Course view,Page
23/03/2020 14:01:00,207,Course view,Page
23/03/2020 12:07:00,222,Course view,Page
23/03/2020 12:04:00,222,Course view,Page
23/03/2020 12:02:00,127,Course view,Resource
23/03/2020 12:02:00,127,Course view,Resource
23/03/2020 12:02:00,127,Course view,Resource
23/03/2020 12:01:00,127,Course view,Resource
23/03/2020 11:46:00,4,Course view,Page
23/03/2020 11:01:00,4,Course view,Assignment
23/03/2020 10:52:00,124,Course view,Page
23/03/2020 10:51:00,124,Course view,Assignment
23/03/2020 10:51:00,124,Course view,Page
23/03/2020 10:48:00,4,Course view,Page
23/03/2020 10:47:00,124,Course view,Page
23/03/2020 10:46:00,122,Course view,Assignment
23/03/2020 10:46:00,122,Course view,Resource
23/03/2020 10:46:00,122,Course view,Assignment
23/03/2020 10:44:00,124,Course view,Page
23/03/2020 10:43:00,124,Course view,Resource
23/03/2020 10:43:00,124,Course view,Resource
26/03/2020 14:37:00,233,Course view,Assignment
26/03/2020 14:30:00,233,Course view,Resource
26/03/2020 14:29:00,199,Course view,Page
26/03/2020 14:29:00,199,Course view,Assignment
26/03/2020 13:40:00,124,Course view,Resource
26/03/2020 13:39:00,124,Course view,Assignment
26/03/2020 13:36:00,101,Course view,Assignment
26/03/2020 13:36:00,101,Upload file,Delivery file
26/03/2020 13:36:00,101,Course view,Assignment
26/03/2020 13:35:00,101,Course view,Assignment
26/03/2020 13:35:00,101,Course view,Assignment
26/03/2020 13:08:00,156,Course view,Page
26/03/2020 13:08:00,156,Course view,Assignment
26/03/2020 12:51:00,101,Course view,Assignment
26/03/2020 12:51:00,127,Course view,Assignment
26/03/2020 12:43:00,233,Forum view discussion,Forum
26/03/2020 12:17:00,21,Course view,Resource
26/03/2020 12:17:00,21,Course view,Resource
26/03/2020 12:17:00,21,Course view,Resource
26/03/2020 11:41:00,222,Course view,Assignment
26/03/2020 11:28:00,111,Course view,Resource
26/03/2020 11:28:00,111,Course view,Assignment
26/03/2020 11:27:00,101,Course view,Assignment
26/03/2020 11:09:00,101,Course view,Assignment
26/03/2020 11:09:00,222,Course view,Assignment
26/03/2020 11:05:00,101,Course view,Assignment
26/03/2020 11:03:00,101,Course view,Assignment
26/03/2020 10:34:00,233,Course view,Resource
26/03/2020 10:34:00,207,Course view,Assignment
26/03/2020 10:28:00,13,Course view,Page
26/03/2020 10:27:00,13,Course view,Page
26/03/2020 10:11:00,101,Course view,Assignment
26/03/2020 10:10:00,233,Course view,Page
26/03/2020 10:07:00,201,Course view,Resource
26/03/2020 10:03:00,21,Course view,Page
26/03/2020 09:54:00,233,Course view,Page
26/03/2020 09:52:00,4,Course view,Page
26/03/2020 09:49:00,111,Course view,Page
26/03/2020 09:49:00,111,Course view,Assignment
26/03/2020 09:46:00,111,Course view,Resource
