Time,User,Action,Information
05/02/2020 15:03,19,Forum view discussion,Forum
04/02/2020 12:08,19,Course view,Assignment
04/02/2020 12:08,19,Assignment view,Assignment
04/02/2020 12:08,19,Course view,Assignment
04/02/2020 12:08,19,Course view,Assignment
04/02/2020 12:07,19,Course view,Assignment
04/02/2020 12:07,19,Assignment view,Assignment
04/02/2020 12:07,19,Course view,Assignment
04/02/2020 12:02,19,Course view,Resource
04/02/2020 12:02,19,Assignment view,Assignment
04/02/2020 12:02,19,Course view,Assignment
31/01/2020 11:56,130,Course view,Resource
31/01/2020 09:34,15,Forum view discussion,Forum
30/01/2020 13:39,19,Forum view discussion,Forum
28/01/2020 23:10,24,Course view,Resource
28/01/2020 22:42,24,Course view,Resource
28/01/2020 22:41,24,Course view,Resource
28/01/2020 21:57,24,Course view,Resource
28/01/2020 21:56,24,Course view,Resource
28/01/2020 19:28,24,Course view,Resource
28/01/2020 19:25,24,Course view,Resource
28/01/2020 19:23,24,Course view,Resource
28/01/2020 19:00,70,Forum view discussion,Forum
28/01/2020 19:00,70,Course view,Forum
28/01/2020 19:00,70,Create subscription,Forum
28/01/2020 12:47,15,Assignment view,Assignment
28/01/2020 12:47,15,Course view,Assignment
27/01/2020 22:09,24,Course view,Resource
27/01/2020 22:04,24,Forum view discussion,Forum
27/01/2020 22:04,24,Course view,Forum
27/01/2020 22:03,24,Course view,Forum
27/01/2020 22:02,24,Assignment view,Assignment
27/01/2020 22:02,24,Course view,Assignment
27/01/2020 21:59,24,Forum view discussion,Forum
27/01/2020 21:55,24,Assignment view,Assignment
27/01/2020 21:55,24,Course view,Assignment
27/01/2020 21:08,19,Assignment view,Assignment
27/01/2020 21:08,19,Course view,Assignment
27/01/2020 09:40,35,Course view,Resource
27/01/2020 08:47,3,Course view,Resource
27/01/2020 08:28,59,Course view,Resource
27/01/2020 08:28,59,Course view,Resource
27/01/2020 08:27,59,Course view,Resource
27/01/2020 08:24,3,Quiz view summary,Quiz
27/01/2020 08:24,3,Quiz close attempt,Quiz
27/01/2020 08:23,3,Quiz review,Quiz
27/01/2020 08:23,3,Quiz view,Quiz
27/01/2020 08:23,3,Quiz review,Quiz
27/01/2020 08:23,3,Quiz view,Quiz
27/01/2020 08:23,3,Quiz view,Quiz
27/01/2020 08:23,3,Quiz view,Quiz
27/01/2020 08:23,3,Quiz view,Quiz
27/01/2020 08:23,3,Quiz view,Quiz
27/01/2020 08:23,59,Course view,Resource
27/01/2020 08:23,3,Quiz view,Quiz
27/01/2020 08:23,3,Quiz view,Quiz
