Time,User,Action,Information
20/03/2021 15:26:00,178,Quiz view,Quiz
20/03/2021 15:26:00,25,Course view,Resource
20/03/2021 15:26:00,25,Course view,Resource
20/03/2021 15:25:00,178,Quiz view,Quiz
20/03/2021 15:25:00,25,Quiz view summary,Quiz
20/03/2021 15:25:00,25,Quiz close attempt,Quiz
20/03/2021 15:25:00,25,Quiz review,Quiz
20/03/2021 15:25:00,25,Quiz view,Quiz
20/03/2021 15:24:00,217,Quiz view,Quiz
20/03/2021 15:24:00,178,Quiz view,Quiz
20/03/2021 15:24:00,178,Quiz view,Quiz
20/03/2021 15:24:00,25,Quiz view,Quiz
20/03/2021 15:23:00,217,Quiz view,Quiz
20/03/2021 15:23:00,25,Quiz view,Quiz
20/03/2021 15:22:00,217,Quiz view,Quiz
20/03/2021 15:22:00,217,Quiz view,Quiz
20/03/2021 15:22:00,217,Quiz view,Quiz
20/03/2021 15:22:00,217,Quiz view,Quiz
20/03/2021 15:20:00,217,Quiz view,Quiz
20/03/2021 15:20:00,217,Quiz attempt,Quiz
20/03/2021 15:20:00,217,Course view,Quiz
20/03/2021 15:20:00,217,Course view,Resource
20/03/2021 15:20:00,178,Quiz view,Quiz
20/03/2021 15:20:00,217,Course view,Resource
20/03/2021 15:20:00,178,Quiz view,Quiz
20/03/2021 15:19:00,102,Course view,Resource
20/03/2021 15:18:00,102,Course view,Resource
20/03/2021 15:17:00,102,Course view,Resource
20/03/2021 15:17:00,217,Course view,Resource
20/03/2021 15:17:00,178,Quiz view,Quiz
20/03/2021 15:16:00,178,Quiz view,Quiz
20/03/2021 15:14:00,25,Quiz view,Quiz
20/03/2021 15:14:00,25,Quiz view,Quiz
20/03/2021 15:13:00,178,Quiz view,Quiz
20/03/2021 15:13:00,178,Quiz view,Quiz
20/03/2021 15:12:00,178,Course view,Resource
20/03/2021 15:12:00,178,Course view,Resource
20/03/2021 15:11:00,25,Quiz view,Quiz
20/03/2021 15:11:00,25,Quiz view,Quiz
20/03/2021 15:10:00,25,Quiz view,Quiz
20/03/2021 15:10:00,178,Quiz view,Quiz
20/03/2021 15:10:00,25,Quiz view,Quiz
20/03/2021 15:09:00,178,Quiz view,Quiz
20/03/2021 15:06:00,25,Quiz view,Quiz
20/03/2021 15:06:00,25,Quiz view,Quiz
20/03/2021 15:06:00,123,Quiz view summary,Quiz
20/03/2021 15:06:00,123,Course view,Quiz
20/03/2021 15:06:00,178,Quiz view,Quiz
20/03/2021 15:06:00,178,Quiz attempt,Quiz
20/03/2021 15:05:00,178,Course view,Quiz
20/03/2021 15:04:00,25,Quiz view,Quiz
20/03/2021 15:04:00,25,Quiz view,Quiz
20/03/2021 15:03:00,25,Quiz view,Quiz
20/03/2021 15:03:00,25,Quiz view,Quiz
20/03/2021 15:01:00,25,Quiz view,Quiz
20/03/2021 15:01:00,25,Quiz view,Quiz
20/03/2021 14:59:00,25,Quiz view,Quiz
20/03/2021 14:58:00,25,Quiz view,Quiz
20/03/2021 14:58:00,25,Quiz view,Quiz
20/03/2021 14:58:00,25,Quiz attempt,Quiz
20/03/2021 14:57:00,25,Course view,Quiz
20/03/2021 14:40:00,102,Course view,Resource
20/03/2021 14:13:00,2,Course view,Resource
20/03/2021 14:13:00,2,Course view,Resource
20/03/2021 13:54:00,72,Course view,Resource
20/03/2021 13:53:00,72,Course view,Resource
20/03/2021 13:53:00,72,Course view,Resource
20/03/2021 13:50:00,72,Quiz view,Quiz
20/03/2021 13:50:00,72,Quiz view,Quiz
20/03/2021 13:49:00,72,Quiz view,Quiz
20/03/2021 13:49:00,72,Quiz view,Quiz
20/03/2021 13:48:00,72,Quiz view,Quiz
20/03/2021 13:46:00,72,Quiz view,Quiz
20/03/2021 13:46:00,72,Quiz view,Quiz
20/03/2021 13:45:00,72,Quiz view,Quiz
20/03/2021 13:45:00,72,Quiz view,Quiz
20/03/2021 13:45:00,72,Quiz view,Quiz
20/03/2021 13:44:00,72,Quiz view,Quiz
20/03/2021 13:44:00,72,Quiz view,Quiz
20/03/2021 13:44:00,72,Quiz view,Quiz
20/03/2021 13:44:00,72,Quiz view,Quiz
20/03/2021 13:43:00,72,Quiz view,Quiz
20/03/2021 13:43:00,72,Quiz view,Quiz
20/03/2021 13:43:00,72,Quiz view,Quiz
20/03/2021 13:42:00,72,Quiz view,Quiz
20/03/2021 13:41:00,72,Quiz view,Quiz
20/03/2021 13:41:00,72,Quiz view,Quiz
20/03/2021 13:40:00,72,Quiz view,Quiz
20/03/2021 13:40:00,72,Quiz view,Quiz
20/03/2021 13:40:00,72,Quiz view,Quiz
20/03/2021 13:39:00,72,Quiz view,Quiz
20/03/2021 13:39:00,72,Quiz view,Quiz
20/03/2021 13:38:00,72,Quiz view,Quiz
20/03/2021 13:38:00,72,Quiz view,Quiz
20/03/2021 13:38:00,72,Course view,Quiz
20/03/2021 12:54:00,53,Course view,Resource
20/03/2021 12:35:00,178,Course view,Resource
20/03/2021 12:35:00,178,Course view,Resource
20/03/2021 12:35:00,178,Course view,Quiz
20/03/2021 12:35:00,178,Quiz view summary,Quiz
20/03/2021 12:35:00,178,Quiz close attempt,Quiz
20/03/2021 12:35:00,178,Quiz review,Quiz
20/03/2021 12:35:00,178,Quiz view,Quiz
20/03/2021 12:32:00,178,Quiz view,Quiz
20/03/2021 12:30:00,178,Quiz view,Quiz
20/03/2021 12:25:00,178,Quiz view,Quiz
20/03/2021 12:25:00,167,Course view,Resource
20/03/2021 12:25:00,178,Quiz view,Quiz
20/03/2021 12:24:00,167,Course view,Assignment
20/03/2021 12:24:00,167,Course view,Resource
20/03/2021 12:24:00,167,Course view,Assignment
20/03/2021 12:21:00,178,Quiz view,Quiz
20/03/2021 12:21:00,178,Quiz view,Quiz
20/03/2021 12:18:00,123,Quiz view summary,Quiz
20/03/2021 12:16:00,178,Quiz view,Quiz
20/03/2021 12:16:00,178,Quiz view,Quiz
20/03/2021 12:08:00,123,Course view,Quiz
20/03/2021 12:08:00,178,Quiz view,Quiz
20/03/2021 12:08:00,178,Quiz view,Quiz
20/03/2021 12:07:00,178,Quiz view,Quiz
20/03/2021 12:07:00,178,Quiz view,Quiz
20/03/2021 12:06:00,178,Quiz view,Quiz
20/03/2021 12:06:00,178,Quiz view,Quiz
20/03/2021 12:03:00,178,Quiz view,Quiz
20/03/2021 12:03:00,178,Quiz attempt,Quiz
20/03/2021 12:03:00,178,Course view,Quiz
20/03/2021 12:03:00,178,Quiz view summary,Quiz
20/03/2021 12:03:00,178,Quiz close attempt,Quiz
20/03/2021 12:03:00,178,Quiz review,Quiz
20/03/2021 12:02:00,178,Quiz view,Quiz
20/03/2021 12:00:00,6,Course view,Assignment
20/03/2021 11:59:00,178,Quiz view,Quiz
20/03/2021 11:59:00,178,Quiz view,Quiz
20/03/2021 11:59:00,6,Course view,Resource
20/03/2021 11:59:00,178,Quiz view,Quiz
20/03/2021 11:59:00,178,Quiz view,Quiz
20/03/2021 11:59:00,6,Course view,Quiz
20/03/2021 11:59:00,178,Quiz view,Quiz
20/03/2021 11:58:00,6,Quiz view summary,Quiz
20/03/2021 11:58:00,6,Quiz close attempt,Quiz
20/03/2021 11:58:00,6,Quiz review,Quiz
20/03/2021 11:58:00,6,Quiz view,Quiz
20/03/2021 11:56:00,178,Quiz view,Quiz
20/03/2021 11:56:00,178,Quiz view,Quiz
20/03/2021 11:55:00,6,Quiz view,Quiz
20/03/2021 11:55:00,6,Quiz view,Quiz
20/03/2021 11:53:00,178,Quiz view,Quiz
20/03/2021 11:53:00,178,Quiz view,Quiz
20/03/2021 11:52:00,178,Quiz view,Quiz
20/03/2021 11:52:00,178,Quiz attempt,Quiz
20/03/2021 11:52:00,178,Course view,Quiz
20/03/2021 11:52:00,123,Quiz view summary,Quiz
20/03/2021 11:52:00,123,Course view,Quiz
20/03/2021 11:51:00,178,Course view,Resource
20/03/2021 11:51:00,2,Quiz view summary,Quiz
20/03/2021 11:51:00,2,Quiz close attempt,Quiz
20/03/2021 11:51:00,178,Course view,Assignment
20/03/2021 11:51:00,178,Course view,Resource
20/03/2021 11:51:00,2,Quiz review,Quiz
20/03/2021 11:51:00,178,Quiz view summary,Quiz
20/03/2021 11:51:00,178,Quiz close attempt,Quiz
20/03/2021 11:51:00,178,Quiz review,Quiz
20/03/2021 11:51:00,178,Quiz view,Quiz
20/03/2021 11:51:00,2,Quiz view,Quiz
20/03/2021 11:49:00,178,Quiz view,Quiz
20/03/2021 11:49:00,178,Quiz view,Quiz
20/03/2021 11:49:00,6,Quiz view,Quiz
20/03/2021 11:48:00,6,Quiz view,Quiz
20/03/2021 11:48:00,2,Quiz view,Quiz
20/03/2021 11:47:00,2,Quiz view,Quiz
20/03/2021 11:45:00,6,Quiz view,Quiz
20/03/2021 11:45:00,6,Quiz view,Quiz
20/03/2021 11:45:00,6,Quiz view,Quiz
20/03/2021 11:45:00,178,Quiz view,Quiz
20/03/2021 11:45:00,178,Quiz view,Quiz
20/03/2021 11:45:00,6,Quiz view,Quiz
20/03/2021 11:44:00,2,Quiz view,Quiz
20/03/2021 11:43:00,178,Quiz view,Quiz
20/03/2021 11:43:00,178,Quiz view,Quiz
20/03/2021 11:43:00,178,Quiz view,Quiz
20/03/2021 11:43:00,178,Quiz view,Quiz
20/03/2021 11:42:00,2,Quiz view,Quiz
20/03/2021 11:41:00,178,Quiz view,Quiz
20/03/2021 11:41:00,178,Quiz view,Quiz
20/03/2021 11:41:00,6,Quiz view,Quiz
20/03/2021 11:40:00,6,Quiz view,Quiz
20/03/2021 11:39:00,2,Quiz view,Quiz
20/03/2021 11:38:00,2,Quiz view,Quiz
20/03/2021 11:36:00,178,Quiz view,Quiz
20/03/2021 11:35:00,178,Quiz view,Quiz
20/03/2021 11:35:00,6,Quiz view,Quiz
20/03/2021 11:35:00,6,Quiz view,Quiz
20/03/2021 11:32:00,2,Quiz view,Quiz
20/03/2021 11:32:00,2,Quiz view,Quiz
20/03/2021 11:31:00,178,Quiz view,Quiz
20/03/2021 11:31:00,178,Quiz view,Quiz
20/03/2021 11:30:00,6,Quiz view,Quiz
20/03/2021 11:30:00,6,Quiz view,Quiz
