Time,User,Action,Information
17/03/2021 12:31:00,234,Quiz view,Quiz
17/03/2021 12:31:00,234,Quiz view,Quiz
17/03/2021 12:30:00,234,Quiz view,Quiz
17/03/2021 12:30:00,234,Quiz view,Quiz
17/03/2021 12:28:00,234,Quiz view,Quiz
17/03/2021 12:28:00,234,Quiz view,Quiz
17/03/2021 12:28:00,234,Quiz view,Quiz
17/03/2021 12:28:00,234,Quiz view,Quiz
17/03/2021 12:28:00,234,Quiz view,Quiz
17/03/2021 12:28:00,234,Quiz view,Quiz
17/03/2021 12:28:00,234,Quiz view,Quiz
17/03/2021 12:28:00,234,Quiz view,Quiz
17/03/2021 12:27:00,234,Quiz view,Quiz
17/03/2021 12:27:00,234,Quiz view,Quiz
17/03/2021 12:23:00,234,Quiz view,Quiz
17/03/2021 12:23:00,234,Quiz view,Quiz
17/03/2021 12:20:00,234,Quiz view,Quiz
17/03/2021 12:20:00,234,Quiz view,Quiz
17/03/2021 12:19:00,234,Quiz view,Quiz
17/03/2021 12:19:00,234,Quiz view,Quiz
17/03/2021 12:19:00,234,Quiz view,Quiz
17/03/2021 12:19:00,234,Quiz attempt,Quiz
17/03/2021 12:19:00,234,Course view,Quiz
17/03/2021 12:19:00,234,Course view,Quiz
17/03/2021 12:19:00,234,Quiz view summary,Quiz
17/03/2021 12:19:00,234,Quiz close attempt,Quiz
17/03/2021 12:19:00,234,Quiz review,Quiz
17/03/2021 12:18:00,234,Quiz view,Quiz
17/03/2021 12:15:00,234,Quiz view,Quiz
17/03/2021 12:15:00,234,Quiz view,Quiz
17/03/2021 12:15:00,234,Quiz view,Quiz
17/03/2021 12:14:00,234,Quiz view,Quiz
17/03/2021 12:13:00,234,Quiz view,Quiz
17/03/2021 12:13:00,234,Quiz view,Quiz
17/03/2021 12:13:00,234,Quiz view,Quiz
17/03/2021 12:13:00,234,Quiz view,Quiz
17/03/2021 12:13:00,234,Quiz view,Quiz
17/03/2021 12:13:00,234,Quiz attempt,Quiz
17/03/2021 12:13:00,234,Course view,Quiz
17/03/2021 12:12:00,234,Course view,Quiz
17/03/2021 12:12:00,234,Course view,Quiz
17/03/2021 12:12:00,234,Quiz view summary,Quiz
17/03/2021 12:12:00,234,Quiz close attempt,Quiz
17/03/2021 12:12:00,234,Quiz review,Quiz
17/03/2021 12:12:00,234,Quiz view,Quiz
17/03/2021 12:11:00,234,Quiz view,Quiz
17/03/2021 12:11:00,234,Quiz view,Quiz
17/03/2021 12:09:00,234,Quiz view,Quiz
17/03/2021 12:08:00,234,Quiz view,Quiz
17/03/2021 12:05:00,234,Quiz view,Quiz
17/03/2021 12:04:00,234,Quiz view,Quiz
17/03/2021 12:02:00,234,Quiz view,Quiz
17/03/2021 12:01:00,234,Quiz view,Quiz
17/03/2021 12:01:00,234,Quiz view,Quiz
17/03/2021 12:00:00,234,Quiz view,Quiz
17/03/2021 11:58:00,234,Quiz view,Quiz
17/03/2021 11:57:00,234,Quiz view,Quiz
17/03/2021 11:57:00,234,Quiz view,Quiz
